uid,Session,AppID,DevID,DevEui,Time,FPort,FCnt,Frequency,Modulation,Bandwidth,SpreadingFactor,Bitrate,CodingRate,GatewayId,GatewayEui,AntennaIndex,GatewayTime,GatewayTimestamp,FineTimestamp,FineTimestampEncrypted,FineTimestampEncryptedKeyId,ChannelIndex,Rssi,SignalRssi,Snr,GatewayLatitude,GatewayLongitude,GatewayAltitude,GatewayLocationAccuracy,GatewayLocationSource,Latitude,Longitude,Altitude,AccuracyMeters,Satellites,Hdop,AccuracySource,Experiment,UserId,UserAgent,
1340,2022-08-30T22:24:41Z,watermeasurement,endnode2,70B3D57ED00504B1,1661898315793000000,1,3,922400000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800374000000,1521399292,null,W0JANWFmNmE0NQ==
,0,5,-100,-102,1,16.1184,108.274,812,0,SOURCE_REGISTRY,16.0711,108.247,15.7367,4.7,null,null,network,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1341,2022-08-30T22:24:41Z,watermeasurement,endnode2,70B3D57ED00504B1,1661898326835000000,1,null,922600000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800425000000,1532450052,null,W0JANWE1MDQyNw==
,0,6,-94,-95,8,16.1184,108.274,812,0,SOURCE_REGISTRY,16.0712,108.247,13.4469,7.25805,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1342,2022-08-30T22:24:41Z,watermeasurement,endnode2,70B3D57ED00504B1,1661898359681000000,1,2,922200000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964801261000000,1565286035,194876697,W0JAODlkMzE2ZQ==
,0,4,-89,-89,11,16.1184,108.274,812,0,SOURCE_REGISTRY,16.0714,108.247,11.1605,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1343,2022-08-30T22:24:41Z,watermeasurement,endnode2,70B3D57ED00504B1,1661898398848000000,1,3,922400000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800441000000,1604465468,776472021,W0JAZmFkODg5Yw==
,0,5,-91,-92,11,16.1184,108.274,812,0,SOURCE_REGISTRY,16.0716,108.247,9.25648,3,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1344,2022-08-30T22:24:41Z,watermeasurement,endnode2,70B3D57ED00504B1,1661898516541000000,1,2,922200000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800154000000,1722178491,null,W0JANmFkMzc5MQ==
,0,4,-87,-87,15,16.1184,108.274,812,0,SOURCE_REGISTRY,16.072,108.247,8.01013,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1345,2022-08-30T22:24:41Z,watermeasurement,endnode2,70B3D57ED00504B1,1661898522741000000,1,3,922400000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800324000000,1728348548,null,W0JAOWQ1MDZmNg==
,0,5,-87,-87,11,16.1184,108.274,812,0,SOURCE_REGISTRY,16.072,108.247,8.01013,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1346,2022-08-30T22:24:41Z,watermeasurement,endnode2,70B3D57ED00504B1,1661898528940000000,1,4,922600000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800494000000,1734518756,833946713,W0JAMTYxMzIzZA==
,0,6,-92,-93,8,16.1184,108.274,812,0,SOURCE_REGISTRY,16.072,108.247,8.01013,4.53976,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
