uid,Session,AppID,DevID,DevEui,Time,FPort,FCnt,Frequency,Modulation,Bandwidth,SpreadingFactor,Bitrate,CodingRate,GatewayId,GatewayEui,AntennaIndex,GatewayTime,GatewayTimestamp,FineTimestamp,FineTimestampEncrypted,FineTimestampEncryptedKeyId,ChannelIndex,Rssi,SignalRssi,Snr,GatewayLatitude,GatewayLongitude,GatewayAltitude,GatewayLocationAccuracy,GatewayLocationSource,Latitude,Longitude,Altitude,AccuracyMeters,Satellites,Hdop,AccuracySource,Experiment,UserId,UserAgent,
928,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658218524593000000,1,2,922000000,LORA,125000,7,null,4/5,danangdrt,null,0,1658218524262000000,2744790643,null,null,null,3,-119,null,-6.5,16.0573,108.229,17,0,SOURCE_REGISTRY,16.0983,108.306,118.903,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
929,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658218530862000000,1,3,923200000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1658218529432000000,1206895836,null,W0JAZTZhOWZkOQ==
,0,21,-95,-102,-5,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0983,108.306,114.198,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
930,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658218544037000000,1,5,922200000,LORA,125000,7,null,4/5,danangdrt,null,0,1658218543709000000,2764237515,null,null,null,4,-118,null,-6,16.0573,108.229,17,0,SOURCE_REGISTRY,16.0981,108.305,103.973,6.587,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
931,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658218988880000000,1,18,923200000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1658218987429000000,1664892348,null,W0JAZjNlODMxNg==
,0,21,-96,-104,-7,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0983,108.276,48.8079,9.09275,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
932,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219122845000000,1,37,922400000,LORA,125000,7,null,4/5,trungnam,null,0,1658219088784000000,690401756,null,null,null,5,-120,null,-4.3,16.1089,108.128,2,0,SOURCE_REGISTRY,16.0982,108.269,16.5947,5.12439,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
933,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219214403000000,1,50,923200000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1658219212978000000,1890441684,null,W0JAMTc0Yzk5OA==
,0,21,-96,-103,-4,16.0755,108.223,90,0,SOURCE_REGISTRY,16.1023,108.264,2.0712,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
934,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219227683000000,1,52,922200000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800255000000,888013491,null,W0JAZGE3YzA4Ng==
,0,4,-102,-109,-6,16.1184,108.274,812,0,SOURCE_REGISTRY,16.1024,108.263,0.248881,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
935,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219240925000000,1,54,922600000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1658219239532000000,1916995467,545110206,W0JAYWI5ZmQ0Nw==
,0,18,-97,-104,-6,16.0755,108.223,90,0,SOURCE_REGISTRY,16.1025,108.262,-0.0385438,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
936,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219240925000000,1,54,922600000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800532000000,901290332,null,W0JAODQ2YTk3NA==
,0,6,-101,-108,-6,16.1184,108.274,812,0,SOURCE_REGISTRY,16.1025,108.262,-0.0385438,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
937,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219282669000000,1,60,922200000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800238000000,942996483,null,W0JAMzc3Y2JjMQ==
,0,4,-102,-109,-6,16.1184,108.274,812,0,SOURCE_REGISTRY,16.1018,108.258,6.68227,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
938,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219295931000000,1,62,922600000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800515000000,956273468,null,W0JAOGNjYjVhMg==
,0,6,-96,-97,4,16.1184,108.274,812,0,SOURCE_REGISTRY,16.1013,108.257,7.64993,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
939,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219344717000000,1,69,922400000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800328000000,1005086268,137348565,W0JAOTg0ZmE3
,0,5,-101,-107,-4,16.1184,108.274,812,0,SOURCE_REGISTRY,16.1003,108.256,8.00878,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
940,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219350939000000,1,70,922600000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964801498000000,1011256644,null,W0JAOGI2ZmM1Mg==
,0,6,-100,-110,-9,16.1184,108.274,812,0,SOURCE_REGISTRY,16.1003,108.256,8.35389,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
941,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219371307000000,1,73,922000000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800882000000,1031640283,null,W0JAYTE4ZjY4MA==
,0,3,-91,-91,9,16.1184,108.274,812,0,SOURCE_REGISTRY,16.1003,108.256,8.25458,4.7,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
942,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219398782000000,1,77,922400000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964801372000000,1059130596,null,W0JAMTBkYTJlMw==
,0,5,-93,-93,7,16.1184,108.274,812,0,SOURCE_REGISTRY,16.101,108.257,5.394,3.77075,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
943,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219404972000000,1,78,922600000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800543000000,1065300972,null,W0JAOTAxYjRlMA==
,0,6,-95,-96,5,16.1184,108.274,812,0,SOURCE_REGISTRY,16.1013,108.257,4.30383,4.92289,null,null,gps,DUTtest04072022,597ef83a-7b4e-422a-9019-0be164bdb6db,
944,2022-07-19T08:13:19Z,watermeasurement,endnode2,70B3D57ED00504B1,1658219433713000000,1,2,922000000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800332000000,1094090683,null,W0JAZWQxYjA1NQ==
