uid,Session,AppID,DevID,DevEui,Time,FPort,FCnt,Frequency,Modulation,Bandwidth,SpreadingFactor,Bitrate,CodingRate,GatewayId,GatewayEui,AntennaIndex,GatewayTime,GatewayTimestamp,FineTimestamp,FineTimestampEncrypted,FineTimestampEncryptedKeyId,ChannelIndex,Rssi,SignalRssi,Snr,GatewayLatitude,GatewayLongitude,GatewayAltitude,GatewayLocationAccuracy,GatewayLocationSource,Latitude,Longitude,Altitude,AccuracyMeters,Satellites,Hdop,AccuracySource,Experiment,UserId,UserAgent,
1148,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896137196000000,1,null,923200000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896135754000000,3661809068,null,W0JANDYyYjlhNA==
,0,21,-98,-107,-8,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0705,108.221,4.12962,4.9,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1149,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896361034000000,1,1,922600000,LORA,125000,7,null,4/5,danangdrt,null,0,1661896360707000000,4088661564,null,null,null,6,-113,null,-4,16.0573,108.229,17,0,SOURCE_REGISTRY,16.0714,108.223,12.348,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1150,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896361034000000,1,1,922600000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896359707000000,3885761707,29876461,W0JAOGFlOGM0MA==
,0,18,-98,-102,-1,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0714,108.223,12.348,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1151,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896376229000000,1,null,923400000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896374794000000,3900848596,41858084,W0JAYWY0MDIzNQ==
,0,22,-96,-99,null,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0714,108.223,12.2462,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1152,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896500912000000,1,1,922200000,LORA,125000,7,null,4/5,danangdrt,null,0,1661896500587000000,4228541787,null,null,null,4,-100,null,6.5,16.0573,108.229,17,0,SOURCE_REGISTRY,16.0717,108.224,6.55835,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1153,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896500912000000,1,1,922200000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896499587000000,4025641851,null,W0JAZTIxOWQwNA==
,0,16,-93,-94,7,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0717,108.224,6.55835,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1154,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896507083000000,1,2,922400000,LORA,125000,7,null,4/5,danangdrt,null,0,1661896506757000000,4234711796,null,null,null,5,-111,null,3.5,16.0573,108.229,17,0,SOURCE_REGISTRY,16.0717,108.224,7.71075,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1155,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896507083000000,1,2,922400000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800758000000,4007751404,null,W0JANzNmNDJlZA==
,0,5,-99,-102,null,16.1184,108.274,812,0,SOURCE_REGISTRY,16.0717,108.224,7.71075,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1156,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896507083000000,1,2,922400000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896505757000000,4031811859,null,W0JAY2ExZTUyMg==
,0,17,-93,-94,5,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0717,108.224,7.71075,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1157,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896513250000000,1,3,922600000,LORA,125000,7,null,4/5,danangdrt,null,0,1661896512928000000,4240881852,null,null,null,6,-110,null,0.3,16.0573,108.229,17,0,SOURCE_REGISTRY,16.0718,108.224,10.6526,4.99405,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1158,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896513250000000,1,3,922600000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896511928000000,4037981907,null,W0JAZjBiMWJiMw==
,0,18,-94,-96,3,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0718,108.224,10.6526,4.99405,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1159,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896513250000000,1,3,922600000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800928000000,4013921452,699999339,W0JAOTlkODU3MA==
,0,6,-94,-95,7,16.1184,108.274,812,0,SOURCE_REGISTRY,16.0718,108.224,10.6526,4.99405,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1160,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896514869000000,1,null,923200000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896513461000000,4039515716,null,W0JAYjVhMjBlOQ==
,0,21,-92,-94,4,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0718,108.224,10.7861,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1161,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896521060000000,1,1,923400000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896519631000000,4045685588,null,W0JAODlkMzE2ZQ==
,0,22,-97,-101,-2,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0719,108.225,13.5571,3.01361,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1162,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896524962000000,1,null,923200000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896523536000000,4049590844,null,W0JAOTExYzAwZg==
,0,21,-95,-98,null,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0719,108.225,15.3287,3.29002,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1163,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896539766000000,1,1,923400000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896538374000000,4064427988,null,W0JAZmFkODg5Yw==
,0,22,-97,-102,-3,16.0755,108.223,90,0,SOURCE_REGISTRY,16.072,108.225,20.4089,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1164,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896542530000000,1,null,923200000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896541121000000,4067174948,null,W0JAMTJhZTJhNQ==
,0,21,-96,-100,-2,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0721,108.225,21.4074,4.7,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1165,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896558205000000,1,2,922000000,LORA,125000,7,null,4/5,danangdrt,null,0,1661896557878000000,4285832059,null,null,null,3,-98,null,2.5,16.0573,108.229,17,0,SOURCE_REGISTRY,16.0721,108.225,27.2721,3.50609,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1166,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896558205000000,1,2,922000000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896556878000000,4082932092,56935417,W0JAMTM0NGUyYg==
,0,7,-98,-101,null,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0721,108.225,27.2721,3.50609,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1167,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896558205000000,1,2,922000000,LORA,125000,7,null,4/5,7276ff002e0507da,null,0,315964800878000000,4058871627,473164482,W0JAMzU4OTI4OA==
,0,3,-97,-99,5,16.1184,108.274,812,0,SOURCE_REGISTRY,16.0721,108.225,27.2721,3.50609,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1168,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896559823000000,1,null,923200000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896558435000000,4084489396,null,W0JANjhjMDQyMQ==
,0,21,-95,-97,null,16.0755,108.223,90,0,SOURCE_REGISTRY,16.0731,108.225,17.2,116.1,null,null,network,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1169,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896572274000000,1,1,923400000,LORA,125000,7,null,4/5,7276ff002e06029f,null,0,1661896570824000000,4096878316,null,W0JANTY2MDA0Ng==
,0,22,-94,-96,2,16.0755,108.223,90,0,SOURCE_REGISTRY,16.072,108.225,29.4096,3.91287,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
1170,2022-08-30T21:48:01Z,watermeasurement,endnode2,70B3D57ED00504B1,1661896585598000000,1,null,922200000,LORA,125000,7,null,4/5,danangdrt,null,0,1661896585274000000,18261427,null,null,null,4,-94,null,10.3,16.0573,108.229,17,0,SOURCE_REGISTRY,16.072,108.225,30.5531,3.17216,null,null,gps,DUTtest04072022test8,597ef83a-7b4e-422a-9019-0be164bdb6db,
